Chr1	175182	175185	intergenic
Chr1	174497	174500	intergenic
Chr1	174500	174503	intergenic
Chr1	174497	174500	intergenic
Chr1	214352	214355	intergenic
Chr1	214352	214355	intergenic
Chr1	214352	214355	intergenic
Chr1	316537	316540	intergenic
Chr1	316534	316537	intergenic
Chr1	316534	316537	intergenic
Chr1	1041523	1041526	intergenic
Chr1	1084104	1084107	intergenic
Chr1	1132974	1132977	intergenic
Chr1	1132562	1132565	intergenic
Chr1	1132974	1132977	intergenic
Chr1	1132974	1132977	intergenic
Chr1	1132974	1132977	intergenic
Chr1	1132977	1132980	intergenic
Chr1	1193504	1193507	intergenic
Chr1	1193504	1193507	intergenic
Chr1	1374936	1374939	intergenic
Chr1	1374936	1374939	intergenic
Chr1	1374936	1374939	intergenic
Chr1	1379530	1379533	intergenic
Chr1	1579127	1579130	intergenic
Chr1	1579127	1579130	intergenic
Chr1	1715116	1715119	intergenic
Chr1	1715116	1715119	intergenic
Chr1	1715116	1715119	intergenic
Chr1	1744282	1744285	intergenic
Chr1	2059112	2059115	intergenic
Chr1	2179875	2179878	intergenic
Chr1	2959989	2959992	intergenic
Chr1	3444991	3444994	intergenic
Chr1	3444991	3444994	intergenic
Chr1	3444994	3444997	intergenic
Chr1	3479256	3479259	intergenic
Chr1	3619714	3619717	intergenic
Chr1	3619549	3619552	intergenic
Chr1	3929764	3929767	intergenic
Chr1	3929764	3929767	intergenic
Chr1	3929767	3929770	intergenic
Chr1	4076463	4076466	intergenic
Chr1	4076463	4076466	intergenic
Chr1	4076463	4076466	intergenic
Chr1	4178205	4178208	intergenic
Chr1	4220009	4220012	intergenic
Chr1	4220009	4220012	intergenic
Chr1	4317760	4317763	intergenic
Chr1	5087201	5087204	intergenic
Chr1	5099241	5099244	intergenic
Chr1	5120693	5120696	intergenic
Chr1	5120693	5120696	intergenic
Chr1	5120693	5120696	intergenic
Chr1	5145816	5145819	intergenic
Chr1	5145816	5145819	intergenic
Chr1	5145816	5145819	intergenic
Chr1	5344031	5344034	intergenic
Chr1	5529828	5529831	intergenic
Chr1	5623713	5623716	intergenic
Chr1	5623713	5623716	intergenic
Chr1	5623713	5623716	intergenic
Chr1	5623716	5623719	intergenic
Chr1	5709001	5709004	intergenic
Chr1	5709004	5709007	intergenic
Chr1	5709001	5709004	intergenic
Chr1	5709004	5709007	intergenic
Chr1	6013623	6013626	intergenic
Chr1	6057238	6057241	intergenic
Chr1	6057238	6057241	intergenic
Chr1	6057238	6057241	intergenic
Chr1	6057241	6057244	intergenic
Chr1	6170366	6170369	intergenic
Chr1	6322807	6322810	intergenic
Chr1	6364926	6364929	intergenic
Chr1	6432233	6432236	intergenic
Chr1	6432233	6432236	intergenic
Chr1	6432233	6432236	intergenic
Chr1	6432233	6432236	intergenic
Chr1	6765966	6765969	intergenic
Chr1	6798864	6798867	intergenic
Chr1	6798864	6798867	intergenic
Chr1	6798864	6798867	intergenic
Chr1	6806760	6806763	intergenic
Chr1	6806760	6806763	intergenic
Chr1	6806760	6806763	intergenic
Chr1	6806760	6806763	intergenic
Chr1	6816417	6816420	intergenic
Chr1	6816414	6816417	intergenic
Chr1	6816414	6816417	intergenic
Chr1	6816414	6816417	intergenic
Chr1	6816414	6816417	intergenic
Chr1	6846281	6846284	intergenic
Chr1	6846278	6846281	intergenic
Chr1	6846281	6846284	intergenic
Chr1	6846278	6846281	intergenic
Chr1	6871749	6871752	intergenic
Chr1	6864903	6864906	intergenic
Chr1	6864903	6864906	intergenic
Chr1	6864903	6864906	intergenic
Chr1	6864903	6864906	intergenic
Chr1	7079397	7079400	intergenic
Chr1	7258561	7258564	intergenic
Chr1	7361750	7361753	intergenic
Chr1	7514411	7514414	intergenic
Chr1	7514411	7514414	intergenic
Chr1	7514411	7514414	intergenic
Chr1	7514411	7514414	intergenic
Chr1	7514414	7514417	intergenic
Chr1	7553869	7553872	intergenic
Chr1	7587835	7587838	intergenic
Chr1	7587835	7587838	intergenic
