Chr1	0	2902	intergenic
Chr1	10817	11217	intergenic
Chr1	12435	12647	intergenic
Chr1	15915	16291	intergenic
Chr1	20323	22840	intergenic
Chr1	26971	27135	intergenic
Chr1	28651	29817	intergenic
Chr1	34493	35580	intergenic
Chr1	41180	44594	intergenic
Chr1	47526	47855	intergenic
Chr1	53412	57081	intergenic
Chr1	57972	58657	intergenic
Chr1	61090	62058	intergenic
Chr1	66302	69674	intergenic
Chr1	70131	72774	intergenic
Chr1	79938	82427	intergenic
Chr1	84302	85336	intergenic
Chr1	88844	88985	intergenic
Chr1	89204	89652	intergenic
Chr1	91521	95498	intergenic
Chr1	98558	99170	intergenic
Chr1	100681	105871	intergenic
Chr1	106534	108617	intergenic
Chr1	114983	118080	intergenic
Chr1	120671	121301	intergenic
Chr1	127457	128896	intergenic
Chr1	133559	134290	intergenic
Chr1	135685	139819	intergenic
Chr1	141588	141935	intergenic
Chr1	144554	145576	intergenic
Chr1	147852	148044	intergenic
Chr1	150577	151408	intergenic
Chr1	156500	157727	intergenic
Chr1	160941	161364	intergenic
Chr1	164107	168469	intergenic
Chr1	170389	170711	intergenic
Chr1	173434	178309	intergenic
Chr1	180812	186245	intergenic
Chr1	190846	191035	intergenic
Chr1	196287	197646	intergenic
Chr1	200803	201943	intergenic
Chr1	209606	209770	intergenic
Chr1	214229	216125	intergenic
Chr1	217664	219010	intergenic
Chr1	220776	226896	intergenic
Chr1	229331	232376	intergenic
Chr1	232688	241640	intergenic
Chr1	243468	248705	intergenic
Chr1	256878	259606	intergenic
Chr1	259909	261503	intergenic
Chr1	268471	270144	intergenic
Chr1	275084	276284	intergenic
Chr1	277881	279981	intergenic
Chr1	280494	280845	intergenic
Chr1	283924	284910	intergenic
Chr1	292296	292843	intergenic
Chr1	293535	293647	intergenic
Chr1	294536	303102	intergenic
Chr1	306800	306868	intergenic
Chr1	308842	309458	intergenic
Chr1	313170	319712	intergenic
Chr1	322248	322555	intergenic
Chr1	323948	327127	intergenic
Chr1	328451	330237	intergenic
Chr1	332345	332666	intergenic
Chr1	333689	335808	intergenic
Chr1	371191	371830	intergenic
Chr1	374470	374727	intergenic
Chr1	380716	383046	intergenic
Chr1	386701	390050	intergenic
Chr1	390623	392080	intergenic
Chr1	396651	403691	intergenic
Chr1	404402	409699	intergenic
Chr1	410818	412578	intergenic
Chr1	415830	416240	intergenic
Chr1	420497	422461	intergenic
Chr1	431692	432434	intergenic
Chr1	432752	437612	intergenic
Chr1	449137	455511	intergenic
