Chr1	0	2902
Chr1	10817	11217
Chr1	12435	12647
Chr1	15915	16291
Chr1	20323	22840
Chr1	26971	27135
Chr1	28651	29817
Chr1	34493	35580
Chr1	41180	44594
Chr1	47526	47855
Chr1	53412	57081
Chr1	57972	58657
Chr1	61090	62058
Chr1	66302	69674
Chr1	70131	72774
Chr1	79938	82427
Chr1	84302	85336
Chr1	88844	88985
Chr1	89204	89652
Chr1	91521	95498
Chr1	98558	99170
Chr1	100681	105871
Chr1	106534	108617
Chr1	114983	118080
Chr1	120671	121301
Chr1	127457	128896
Chr1	133559	134290
Chr1	135685	139819
Chr1	141588	141935
Chr1	144554	145576
Chr1	147852	148044
Chr1	150577	151408
Chr1	156500	157727
Chr1	160941	161364
Chr1	164107	168469
Chr1	170389	170711
Chr1	173434	178309
Chr1	180812	186245
Chr1	190846	191035
Chr1	196287	197646
Chr1	200803	201943
Chr1	209606	209770
Chr1	214229	216125
Chr1	217664	219010
Chr1	220776	226896
Chr1	229331	232376
Chr1	232688	241640
Chr1	243468	248705
Chr1	256878	259606
Chr1	259909	261503
Chr1	268471	270144
Chr1	275084	276284
Chr1	277881	279981
Chr1	280494	280845
Chr1	283924	284910
Chr1	292296	292843
Chr1	293535	293647
Chr1	294536	303102
Chr1	306800	306868
Chr1	308842	309458
Chr1	313170	319712
Chr1	322248	322555
Chr1	323948	327127
Chr1	328451	330237
Chr1	332345	332666
Chr1	333689	335808
Chr1	371191	371830
Chr1	374470	374727
Chr1	380716	383046
Chr1	386701	390050
Chr1	390623	392080
Chr1	396651	403691
Chr1	404402	409699
Chr1	410818	412578
Chr1	415830	416240
Chr1	420497	422461
Chr1	431692	432434
Chr1	432752	437612
Chr1	449137	455511
Chr1	460716	466279
Chr1	472435	473073
Chr1	476310	478324
Chr1	481166	482331
Chr1	482956	483884
Chr1	486492	488084
Chr1	492952	496065
Chr1	497368	498453
Chr1	506264	507269
Chr1	509225	509386
Chr1	510112	510751
Chr1	512159	512839
Chr1	513502	513889
Chr1	522448	524578
Chr1	528002	529366
Chr1	530008	533785
Chr1	534139	537709
Chr1	544510	549107
Chr1	553287	554021
Chr1	558015	562055
Chr1	572138	576442
Chr1	579569	585962
Chr1	587780	588862
Chr1	593759	598289
Chr1	601472	603642
Chr1	605643	612563
Chr1	615650	620571
Chr1	621516	624086
Chr1	624613	625975
Chr1	627024	632092
Chr1	632913	634010
Chr1	639309	640587
Chr1	644269	645573
Chr1	646723	648127
Chr1	651881	662282
Chr1	664572	664776
Chr1	667554	668046
Chr1	670976	678777
Chr1	684594	689791
Chr1	694013	694715
Chr1	696113	700532
Chr1	705670	707339
Chr1	714322	720628
Chr1	723317	723692
Chr1	726321	728976
Chr1	730930	731148
Chr1	738020	738280
Chr1	741794	742271
Chr1	745156	745451
Chr1	748945	752079
Chr1	754992	756893
Chr1	762050	767168
Chr1	769681	770331
Chr1	773851	774726
Chr1	779237	781441
Chr1	784424	786170
Chr1	788619	789966
Chr1	792411	793087
Chr1	793985	794498
Chr1	795413	796841
Chr1	797533	800897
Chr1	801654	804083
Chr1	806932	807849
Chr1	809721	817541
Chr1	818335	821343
Chr1	824007	824623
Chr1	830778	834938
Chr1	839111	839808
Chr1	842757	843529
Chr1	847454	852248
Chr1	854568	857956
Chr1	860583	862578
Chr1	865253	865965
Chr1	869063	870317
Chr1	874817	884160
Chr1	887787	892094
Chr1	898250	898865
Chr1	902158	904340
Chr1	910142	911734
Chr1	914246	915638
Chr1	919674	920991
Chr1	923630	924450
Chr1	925175	929882
Chr1	934914	935573
Chr1	938367	940004
Chr1	952451	954074
Chr1	956817	957906
Chr1	960626	961680
Chr1	965151	969307
Chr1	973327	976765
Chr1	980431	984300
Chr1	986760	987590
Chr1	990647	994709
Chr1	997262	997962
Chr1	1000997	1001291
Chr1	1001770	1002458
Chr1	1007068	1010258
Chr1	1012410	1016064
Chr1	1019545	1024183
Chr1	1030112	1046603
Chr1	1053166	1057136
Chr1	1059856	1066447
Chr1	1069826	1071961
Chr1	1075030	1078510
Chr1	1081702	1089742
Chr1	1093528	1097579
Chr1	1098942	1103781
Chr1	1106890	1112432
Chr1	1113333	1120318
Chr1	1126749	1137240
Chr1	1137624	1143556
Chr1	1144497	1145828
Chr1	1155094	1155212
Chr1	1158601	1160151
Chr1	1164635	1165736
Chr1	1168415	1168646
Chr1	1171130	1171808
Chr1	1179372	1181157
Chr1	1182158	1183393
Chr1	1191013	1198686
Chr1	1203506	1217005
Chr1	1218122	1222904
Chr1	1230507	1232472
Chr1	1236942	1238622
Chr1	1242351	1249880
Chr1	1251448	1254027
Chr1	1255635	1260850
Chr1	1262083	1264355
Chr1	1265273	1301526
Chr1	1302921	1309842
Chr1	1311568	1313235
Chr1	1314274	1315267
Chr1	1315477	1315822
Chr1	1319863	1328171
Chr1	1329169	1330803
Chr1	1332398	1333751
Chr1	1334739	1335863
Chr1	1337407	1338228
Chr1	1339139	1341318
Chr1	1342277	1344556
Chr1	1346419	1347566
Chr1	1348786	1350819
Chr1	1351107	1353628
Chr1	1354802	1356600
Chr1	1361257	1363515
Chr1	1364303	1365507
Chr1	1366503	1368890
Chr1	1369792	1372962
Chr1	1374138	1375168
Chr1	1377242	1379690
Chr1	1382143	1383645
Chr1	1385084	1386407
Chr1	1394476	1395979
Chr1	1396769	1401503
Chr1	1403598	1404154
Chr1	1407187	1410986
Chr1	1413093	1413838
Chr1	1419043	1421692
Chr1	1428049	1433032
Chr1	1436811	1437162
Chr1	1445689	1446848
Chr1	1450473	1451476
Chr1	1454682	1457946
Chr1	1459982	1467734
Chr1	1471802	1474386
Chr1	1477867	1486399
Chr1	1488897	1490472
Chr1	1492684	1497239
Chr1	1500609	1503992
Chr1	1508057	1508234
Chr1	1512752	1513135
Chr1	1514467	1515836
Chr1	1516832	1518244
Chr1	1521644	1534134
Chr1	1539627	1549228
Chr1	1551011	1562611
Chr1	1569472	1569584
Chr1	1570939	1571419
Chr1	1576753	1580842
Chr1	1582345	1585990
Chr1	1591955	1592574
Chr1	1592979	1593623
Chr1	1596159	1597485
Chr1	1604610	1608983
Chr1	1617905	1625158
Chr1	1626771	1638106
Chr1	1639036	1641233
Chr1	1644237	1647157
Chr1	1647415	1657314
Chr1	1658388	1670321
Chr1	1670997	1673009
Chr1	1680632	1681409
Chr1	1681813	1684740
Chr1	1685880	1698202
Chr1	1703090	1707538
Chr1	1707939	1710238
Chr1	1710550	1711929
Chr1	1712947	1718964
Chr1	1719370	1731552
Chr1	1731945	1733866
Chr1	1738307	1738964
Chr1	1739492	1746415
Chr1	1748549	1754331
Chr1	1757728	1757811
Chr1	1758730	1760139
Chr1	1761135	1765033
Chr1	1768669	1771368
Chr1	1772410	1775916
Chr1	1778105	1781074
Chr1	1782386	1787869
Chr1	1791498	1801923
Chr1	1806267	1815768
Chr1	1817554	1819527
Chr1	1822516	1825435
Chr1	1829373	1834109
Chr1	1837733	1838169
Chr1	1839194	1839451
Chr1	1841734	1843813
Chr1	1849186	1849833
Chr1	1856303	1857103
Chr1	1858452	1864477
Chr1	1866109	1867935
Chr1	1870390	1876912
Chr1	1879903	1888523
Chr1	1892298	1897076
Chr1	1897316	1902735
Chr1	1905247	1906977
Chr1	1909667	1912560
Chr1	1915094	1919748
Chr1	1920431	1925324
Chr1	1926503	1928165
Chr1	1930290	1930993
Chr1	1931904	1934116
Chr1	1935048	1941002
Chr1	1941953	1944246
Chr1	1945035	1948736
Chr1	1949587	1951927
Chr1	1952771	1955147
Chr1	1955925	1957776
Chr1	1967451	1968322
Chr1	1970538	1973698
Chr1	1977191	1977422
Chr1	1982484	1984266
Chr1	1986394	1988730
Chr1	1991248	1993514
Chr1	1996857	1998426
Chr1	2002855	2003218
Chr1	2003916	2006151
Chr1	2007254	2014820
Chr1	2018057	2021414
Chr1	2022167	2023878
Chr1	2026177	2036117
Chr1	2038198	2041299
Chr1	2042770	2048716
Chr1	2052521	2053582
Chr1	2057638	2059308
Chr1	2062277	2063611
Chr1	2066083	2068587
Chr1	2069263	2071829
Chr1	2073621	2074752
Chr1	2077903	2080104
Chr1	2081540	2083680
Chr1	2087226	2097191
Chr1	2100694	2101873
Chr1	2102672	2105190
Chr1	2107839	2108946
Chr1	2109635	2111025
Chr1	2111651	2120380
Chr1	2122366	2130797
Chr1	2137310	2137762
Chr1	2138996	2140864
Chr1	2142091	2154325
Chr1	2155994	2162722
Chr1	2162971	2181345
Chr1	2182254	2182764
Chr1	2191942	2195974
Chr1	2198785	2202263
Chr1	2203860	2215585
Chr1	2222837	2224682
Chr1	2225060	2225999
Chr1	2229526	2233635
Chr1	2234508	2245731
Chr1	2250576	2250819
Chr1	2255073	2261454
Chr1	2271051	2271162
Chr1	2273757	2275066
Chr1	2278872	2281533
Chr1	2285053	2292110
Chr1	2298407	2299736
Chr1	2305323	2328623
Chr1	2328856	2336923
Chr1	2340064	2349918
Chr1	2353502	2356182
Chr1	2357045	2357768
Chr1	2360444	2361798
Chr1	2363814	2364719
Chr1	2367918	2369528
Chr1	2371316	2372322
Chr1	2374066	2374471
Chr1	2376768	2377321
Chr1	2377980	2378809
Chr1	2382690	2383529
Chr1	2385638	2386372
Chr1	2390483	2393479
Chr1	2398292	2400944
Chr1	2402884	2403269
Chr1	2405982	2406437
Chr1	2408067	2414270
Chr1	2415072	2419658
Chr1	2420162	2422241
Chr1	2422914	2434792
Chr1	2438774	2441245
Chr1	2444912	2448715
Chr1	2449048	2452590
Chr1	2453586	2465465
Chr1	2465814	2474555
Chr1	2475156	2478075
Chr1	2480001	2487386
Chr1	2487986	2488386
Chr1	2491433	2498268
Chr1	2498740	2500279
Chr1	2501249	2504387
Chr1	2510703	2514677
Chr1	2515682	2520383
Chr1	2522110	2529388
Chr1	2532475	2535299
Chr1	2535680	2535824
Chr1	2540763	2542012
Chr1	2542732	2547914
Chr1	2548298	2550945
Chr1	2552121	2553619
Chr1	2554021	2560857
Chr1	2565373	2568050
Chr1	2570029	2570071
Chr1	2571997	2573048
Chr1	2574201	2575582
Chr1	2578210	2579551
Chr1	2583575	2584985
Chr1	2589023	2589536
Chr1	2593641	2599849
Chr1	2612865	2613655
Chr1	2623196	2629373
Chr1	2630050	2632553
Chr1	2638081	2640936
Chr1	2644665	2651133
Chr1	2651589	2652647
Chr1	2655639	2660821
Chr1	2661301	2663538
Chr1	2664072	2665411
Chr1	2666458	2666503
Chr1	2667785	2669951
Chr1	2672924	2674399
Chr1	2675373	2682018
Chr1	2684988	2686728
Chr1	2687700	2688622
Chr1	2692186	2693133
Chr1	2695085	2698927
Chr1	2704553	2707497
Chr1	2711428	2713411
Chr1	2716075	2719211
Chr1	2720873	2722517
Chr1	2724797	2728134
Chr1	2730972	2735508
Chr1	2737830	2742506
Chr1	2747439	2752217
Chr1	2753012	2753789
Chr1	2757078	2759368
Chr1	2761393	2765772
Chr1	2768644	2770139
Chr1	2774609	2776972
Chr1	2781775	2783188
Chr1	2790454	2791223
Chr1	2795865	2800435
Chr1	2803742	2803778
Chr1	2804844	2805583
Chr1	2808152	2810312
Chr1	2815017	2815174
Chr1	2816401	2817649
Chr1	2818897	2820035
Chr1	2838580	2839933
Chr1	2843514	2844428
Chr1	2858134	2862559
Chr1	2867272	2872109
Chr1	2872988	2877646
Chr1	2882686	2885424
Chr1	2886301	2887059
Chr1	2888434	2892918
Chr1	2894707	2896684
Chr1	2898069	2899037
Chr1	2899896	2901601
Chr1	2903619	2907051
Chr1	2907920	2910080
Chr1	2912507	2912903
Chr1	2916104	2920424
Chr1	2921319	2922642
Chr1	2925024	2925934
Chr1	2928765	2930801
Chr1	2932892	2934727
Chr1	2937718	2941327
Chr1	2944378	2944997
Chr1	2947735	2950096
Chr1	2953013	2954513
Chr1	2955504	2957065
Chr1	2958443	2961193
Chr1	2961469	2962421
Chr1	2964917	2966323
Chr1	2967346	2969153
Chr1	2970731	2971124
Chr1	2979313	2982482
Chr1	2989299	2991396
Chr1	2997317	2999575
Chr1	3001204	3003657
Chr1	3005728	3010410
Chr1	3012164	3013891
Chr1	3014751	3015844
Chr1	3016417	3016863
Chr1	3021484	3025829
Chr1	3026390	3026812
Chr1	3028081	3030593
Chr1	3031163	3031478
Chr1	3033009	3034227
Chr1	3034788	3035058
Chr1	3035691	3036470
Chr1	3037289	3037688
Chr1	3039157	3039297
Chr1	3041232	3041411
Chr1	3044348	3044482
Chr1	3047221	3047503
Chr1	3051989	3054464
Chr1	3057198	3058542
Chr1	3059717	3060993
Chr1	3066189	3067322
Chr1	3071243	3078706
Chr1	3082336	3083394
Chr1	3084568	3085405
Chr1	3090887	3091122
Chr1	3092865	3095209
Chr1	3095930	3097345
Chr1	3098527	3099427
Chr1	3105235	3108116
Chr1	3113963	3116161
Chr1	3116902	3122887
Chr1	3124069	3124350
Chr1	3125325	3128991
Chr1	3130722	3134216
Chr1	3135409	3136103
Chr1	3140217	3143600
Chr1	3146812	3147378
Chr1	3152501	3157178
Chr1	3158987	3161319
Chr1	3167666	3167999
Chr1	3171413	3176543
Chr1	3179602	3181949
Chr1	3185346	3188756
Chr1	3190330	3196985
Chr1	3200010	3201222
Chr1	3204252	3209140
Chr1	3215099	3217715
Chr1	3218279	3222302
Chr1	3226257	3229083
Chr1	3229782	3230884
Chr1	3235268	3235986
Chr1	3237799	3241126
Chr1	3243315	3246998
Chr1	3249968	3251203
Chr1	3252724	3256821
Chr1	3257901	3257943
Chr1	3258893	3259437
Chr1	3262454	3272838
Chr1	3276416	3277304
Chr1	3277805	3282975
Chr1	3286357	3288322
Chr1	3288890	3289732
Chr1	3290197	3290760
Chr1	3291611	3292984
Chr1	3293489	3294623
Chr1	3295212	3297849
Chr1	3298410	3300441
Chr1	3301010	3303522
Chr1	3304092	3306318
Chr1	3306894	3312461
Chr1	3313273	3315001
Chr1	3315609	3317553
Chr1	3318111	3320450
Chr1	3321035	3322773
Chr1	3328256	3328532
Chr1	3331963	3332951
Chr1	3336075	3336407
Chr1	3342886	3345202
Chr1	3355066	3356382
Chr1	3361204	3361962
Chr1	3367663	3376592
Chr1	3377205	3380726
Chr1	3382058	3386906
Chr1	3390756	3391756
Chr1	3393011	3395761
Chr1	3396310	3397336
Chr1	3400518	3401287
Chr1	3407358	3414658
Chr1	3415986	3422010
Chr1	3425559	3425736
Chr1	3429654	3430548
Chr1	3430923	3431605
Chr1	3435618	3445158
Chr1	3446607	3446935
Chr1	3450222	3455253
Chr1	3456059	3456199
Chr1	3464954	3465633
Chr1	3467520	3467857
Chr1	3472117	3473759
Chr1	3477924	3478536
Chr1	3478980	3479337
Chr1	3484579	3489309
Chr1	3491991	3493218
Chr1	3496598	3501093
Chr1	3504833	3505664
Chr1	3510531	3511834
Chr1	3515902	3516657
Chr1	3519175	3520777
Chr1	3521976	3532858
Chr1	3533749	3536082
Chr1	3536467	3540840
Chr1	3541272	3551043
Chr1	3553146	3559731
Chr1	3574280	3577465
Chr1	3581859	3587607
Chr1	3587838	3591810
Chr1	3596154	3598417
Chr1	3602211	3610391
Chr1	3615764	3616497
Chr1	3619216	3621210
Chr1	3625356	3633274
Chr1	3639164	3645586
Chr1	3650362	3652272
Chr1	3656479	3661687
Chr1	3664319	3665041
Chr1	3666046	3667438
Chr1	3673065	3676302
Chr1	3680660	3682142
Chr1	3682364	3682942
Chr1	3687407	3689939
Chr1	3692705	3694854
Chr1	3695301	3696141
Chr1	3699805	3702447
Chr1	3704723	3705419
