Chr1	MSU_osa1r7	gene	1965200	1965202	.	-	.	ID=gene326;Name=LOC_Os01g04409;Note=OsWAK1%20-%20OsWAK%20receptor-like%20cytoplasmic%20kinase%20OsWAK-RLCK%2C%20expressed
Chr1	MSU_osa1r7	mRNA	1965200	1965202	.	-	.	ID=mRNA400;Parent=gene326;Name=LOC_Os01g04409.1
Chr1	.	intron	1965200	1965202	.	-	.	Parent=mRNA400
Chr1	MSU_osa1r7	gene	2377590	2377592	.	-	.	ID=gene388;Name=LOC_Os01g05064;Note=expressed%20protein
Chr1	MSU_osa1r7	mRNA	2377590	2377592	.	-	.	ID=mRNA479;Parent=gene388;Name=LOC_Os01g05064.1
Chr1	MSU_osa1r7	three_prime_UTR	2377590	2377592	.	-	.	Parent=mRNA479
Chr1	MSU_osa1r7	exon	2377590	2377592	.	-	.	Parent=mRNA479
Chr1	MSU_osa1r7	gene	2540054	2540056	.	-	.	ID=gene416;Name=LOC_Os01g05370;Note=retrotransposon%20protein%2C%20putative%2C%20unclassified%2C%20expressed
Chr1	MSU_osa1r7	gene	2540054	2540056	.	-	.	ID=gene416;Name=LOC_Os01g05370;Note=retrotransposon%20protein%2C%20putative%2C%20unclassified%2C%20expressed
Chr1	MSU_osa1r7	gene	2540054	2540056	.	-	.	ID=gene416;Name=LOC_Os01g05370;Note=retrotransposon%20protein%2C%20putative%2C%20unclassified%2C%20expressed
Chr1	MSU_osa1r7	mRNA	2540054	2540056	.	-	.	ID=mRNA509;Parent=gene416;Name=LOC_Os01g05370.1
Chr1	MSU_osa1r7	mRNA	2540054	2540056	.	-	.	ID=mRNA509;Parent=gene416;Name=LOC_Os01g05370.1
Chr1	MSU_osa1r7	mRNA	2540054	2540056	.	-	.	ID=mRNA509;Parent=gene416;Name=LOC_Os01g05370.1
Chr1	.	intron	2540054	2540056	.	-	.	Parent=mRNA509
Chr1	.	intron	2540054	2540056	.	-	.	Parent=mRNA509
Chr1	.	intron	2540054	2540056	.	-	.	Parent=mRNA509
Chr1	MSU_osa1r7	gene	2813136	2813138	.	+	.	ID=gene465;Name=LOC_Os01g05870;Note=receptor%20kinase%2C%20putative%2C%20expressed
Chr1	MSU_osa1r7	mRNA	2813136	2813138	.	+	.	ID=mRNA570;Parent=gene465;Name=LOC_Os01g05870.1
Chr1	MSU_osa1r7	exon	2813136	2813138	.	+	.	Parent=mRNA570
Chr1	MSU_osa1r7	CDS	2813136	2813138	.	+	0	Parent=mRNA570
Chr1	MSU_osa1r7	gene	3480372	3480374	.	-	.	ID=gene605;Name=LOC_Os01g07370;Note=KIP1%2C%20putative%2C%20expressed
Chr1	MSU_osa1r7	gene	3480372	3480374	.	-	.	ID=gene605;Name=LOC_Os01g07370;Note=KIP1%2C%20putative%2C%20expressed
Chr1	MSU_osa1r7	gene	3480372	3480374	.	-	.	ID=gene605;Name=LOC_Os01g07370;Note=KIP1%2C%20putative%2C%20expressed
Chr1	MSU_osa1r7	mRNA	3480372	3480374	.	-	.	ID=mRNA741;Parent=gene605;Name=LOC_Os01g07370.2
Chr1	MSU_osa1r7	mRNA	3480372	3480374	.	-	.	ID=mRNA741;Parent=gene605;Name=LOC_Os01g07370.2
Chr1	MSU_osa1r7	mRNA	3480372	3480374	.	-	.	ID=mRNA741;Parent=gene605;Name=LOC_Os01g07370.2
Chr1	MSU_osa1r7	exon	3480372	3480374	.	-	.	Parent=mRNA741
Chr1	MSU_osa1r7	exon	3480372	3480374	.	-	.	Parent=mRNA741
Chr1	MSU_osa1r7	exon	3480372	3480374	.	-	.	Parent=mRNA741
Chr1	MSU_osa1r7	CDS	3480372	3480374	.	-	2	Parent=mRNA741
Chr1	MSU_osa1r7	CDS	3480372	3480374	.	-	2	Parent=mRNA741
Chr1	MSU_osa1r7	CDS	3480372	3480374	.	-	2	Parent=mRNA741
Chr1	MSU_osa1r7	mRNA	3480372	3480374	.	-	.	ID=mRNA742;Parent=gene605;Name=LOC_Os01g07370.1
Chr1	MSU_osa1r7	mRNA	3480372	3480374	.	-	.	ID=mRNA742;Parent=gene605;Name=LOC_Os01g07370.1
Chr1	MSU_osa1r7	mRNA	3480372	3480374	.	-	.	ID=mRNA742;Parent=gene605;Name=LOC_Os01g07370.1
Chr1	MSU_osa1r7	exon	3480372	3480374	.	-	.	Parent=mRNA742
Chr1	MSU_osa1r7	exon	3480372	3480374	.	-	.	Parent=mRNA742
Chr1	MSU_osa1r7	exon	3480372	3480374	.	-	.	Parent=mRNA742
Chr1	MSU_osa1r7	CDS	3480372	3480374	.	-	2	Parent=mRNA742
Chr1	MSU_osa1r7	CDS	3480372	3480374	.	-	2	Parent=mRNA742
Chr1	MSU_osa1r7	CDS	3480372	3480374	.	-	2	Parent=mRNA742
Chr1	MSU_osa1r7	gene	3616726	3616728	.	-	.	ID=gene623;Name=LOC_Os01g07550;Note=hypothetical%20protein
Chr1	MSU_osa1r7	gene	3616726	3616728	.	-	.	ID=gene623;Name=LOC_Os01g07550;Note=hypothetical%20protein
Chr1	MSU_osa1r7	gene	3616726	3616728	.	-	.	ID=gene623;Name=LOC_Os01g07550;Note=hypothetical%20protein
Chr1	MSU_osa1r7	mRNA	3616726	3616728	.	-	.	ID=mRNA762;Parent=gene623;Name=LOC_Os01g07550.1
Chr1	MSU_osa1r7	mRNA	3616726	3616728	.	-	.	ID=mRNA762;Parent=gene623;Name=LOC_Os01g07550.1
Chr1	MSU_osa1r7	mRNA	3616726	3616728	.	-	.	ID=mRNA762;Parent=gene623;Name=LOC_Os01g07550.1
Chr1	.	intron	3616726	3616728	.	-	.	Parent=mRNA762
Chr1	.	intron	3616726	3616728	.	-	.	Parent=mRNA762
Chr1	.	intron	3616726	3616728	.	-	.	Parent=mRNA762
Chr1	MSU_osa1r7	gene	3780849	3780851	.	+	.	ID=gene651;Name=LOC_Os01g07850;Note=glyoxalase%20family%20protein%2C%20putative%2C%20expressed
Chr1	MSU_osa1r7	gene	3780849	3780851	.	+	.	ID=gene651;Name=LOC_Os01g07850;Note=glyoxalase%20family%20protein%2C%20putative%2C%20expressed
Chr1	MSU_osa1r7	mRNA	3780849	3780851	.	+	.	ID=mRNA799;Parent=gene651;Name=LOC_Os01g07850.1
Chr1	MSU_osa1r7	mRNA	3780849	3780851	.	+	.	ID=mRNA799;Parent=gene651;Name=LOC_Os01g07850.1
Chr1	.	intron	3780849	3780851	.	+	.	Parent=mRNA799
Chr1	.	intron	3780849	3780851	.	+	.	Parent=mRNA799
Chr1	MSU_osa1r7	gene	4101863	4101865	.	+	.	ID=gene697;Name=LOC_Os01g08360;Note=hypothetical%20protein
Chr1	MSU_osa1r7	gene	4101860	4101862	.	+	.	ID=gene697;Name=LOC_Os01g08360;Note=hypothetical%20protein
Chr1	MSU_osa1r7	gene	4101860	4101862	.	+	.	ID=gene697;Name=LOC_Os01g08360;Note=hypothetical%20protein
Chr1	MSU_osa1r7	mRNA	4101863	4101865	.	+	.	ID=mRNA855;Parent=gene697;Name=LOC_Os01g08360.1
Chr1	MSU_osa1r7	mRNA	4101860	4101862	.	+	.	ID=mRNA855;Parent=gene697;Name=LOC_Os01g08360.1
Chr1	MSU_osa1r7	mRNA	4101860	4101862	.	+	.	ID=mRNA855;Parent=gene697;Name=LOC_Os01g08360.1
Chr1	MSU_osa1r7	exon	4101863	4101865	.	+	.	Parent=mRNA855
Chr1	MSU_osa1r7	exon	4101860	4101862	.	+	.	Parent=mRNA855
Chr1	MSU_osa1r7	exon	4101860	4101862	.	+	.	Parent=mRNA855
Chr1	MSU_osa1r7	CDS	4101863	4101865	.	+	1	Parent=mRNA855
Chr1	MSU_osa1r7	CDS	4101860	4101862	.	+	1	Parent=mRNA855
